table,module,informant,disorder,status,variable,session_id,ksads_version,n_present,n_absent,n_branchskip_888,n_notadmin_555,n_nan,n_total,pct_administered
mh_p_ksads__ed,ed,parent,bulim,past,mh_p_ksads__ed__bulim__past_dx,ses-06A,2.0,2,9282,0,0,0,9284,100.0
mh_p_ksads__ed,ed,parent,bulim,past,mh_p_ksads__ed__bulim__past_dx,ses-07A,2.0,2,8319,0,0,0,8321,100.0
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-00A,1.0,6,11699,0,0,14,11719,99.9
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-01A,1.0,6,11068,0,0,9,11083,99.9
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-02A,1.0,9,10730,0,0,4,10743,100.0
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-03A,2.0,8,9982,0,0,6,9996,99.9
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-04A,2.0,15,8385,0,0,0,8400,100.0
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-06A,2.0,18,9266,0,0,0,9284,100.0
mh_p_ksads__ed,ed,parent,bulim,present,mh_p_ksads__ed__bulim__pres_dx,ses-07A,2.0,19,8302,0,0,0,8321,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-00A,1.0,225,11480,0,0,14,11719,99.9
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-02A,1.0,215,10524,0,0,4,10743,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-04A,2.0,214,8186,0,0,0,8400,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-06A,2.0,250,9034,0,0,0,9284,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,past,mh_p_ksads__gad__oth__mindur__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-00A,1.0,11,11694,0,0,14,11719,99.9
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-02A,1.0,22,10717,0,0,4,10743,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-04A,2.0,12,8388,0,0,0,8400,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-06A,2.0,11,9273,0,0,0,9284,100.0
mh_p_ksads__gad,gad,parent,oth__mindur,present,mh_p_ksads__gad__oth__mindur__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-00A,1.0,440,11265,0,0,14,11719,99.9
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-02A,1.0,416,10323,0,0,4,10743,100.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-04A,2.0,268,8132,0,0,0,8400,100.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-06A,2.0,348,8936,0,0,0,9284,100.0
mh_p_ksads__gad,gad,parent,,past,mh_p_ksads__gad__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-00A,1.0,128,11577,0,0,14,11719,99.9
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-02A,1.0,110,10629,0,0,4,10743,100.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-04A,2.0,109,8291,0,0,0,8400,100.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-06A,2.0,115,9169,0,0,0,9284,100.0
mh_p_ksads__gad,gad,parent,,present,mh_p_ksads__gad__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-00A,1.0,45,11660,0,0,14,11719,99.9
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-02A,1.0,37,10702,0,0,4,10743,100.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-04A,2.0,35,8365,0,0,0,8400,100.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-06A,2.0,40,9244,0,0,0,9284,100.0
mh_p_ksads__hom,hom,parent,,past,mh_p_ksads__hom__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-00A,1.0,37,11668,0,0,14,11719,99.9
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-02A,1.0,42,10697,0,0,4,10743,100.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-04A,2.0,30,8370,0,0,0,8400,100.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-06A,2.0,36,9248,0,0,0,9284,100.0
mh_p_ksads__hom,hom,parent,,present,mh_p_ksads__hom__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-00A,1.0,126,11579,0,0,14,11719,99.9
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-02A,1.0,71,10668,0,0,4,10743,100.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-04A,2.0,6,8394,0,0,0,8400,100.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-06A,2.0,4,9280,0,0,0,9284,100.0
mh_p_ksads__ocd,ocd,parent,oth,past,mh_p_ksads__ocd__oth__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-00A,1.0,110,11595,0,0,14,11719,99.9
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-02A,1.0,95,10644,0,0,4,10743,100.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-04A,2.0,10,8390,0,0,0,8400,100.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-06A,2.0,12,9272,0,0,0,9284,100.0
mh_p_ksads__ocd,ocd,parent,oth,present,mh_p_ksads__ocd__oth__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-00A,1.0,500,11205,0,0,14,11719,99.9
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-02A,1.0,383,10356,0,0,4,10743,100.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-04A,2.0,86,8314,0,0,0,8400,100.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-06A,2.0,106,9178,0,0,0,9284,100.0
mh_p_ksads__ocd,ocd,parent,,past,mh_p_ksads__ocd__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-00A,1.0,897,10808,0,0,14,11719,99.9
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-02A,1.0,661,10078,0,0,4,10743,100.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-04A,2.0,214,8186,0,0,0,8400,100.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-06A,2.0,241,9043,0,0,0,9284,100.0
mh_p_ksads__ocd,ocd,parent,,present,mh_p_ksads__ocd__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-00A,1.0,1067,10638,0,0,14,11719,99.9
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-01A,1.0,1242,9832,0,0,9,11083,99.9
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-02A,1.0,922,9817,0,0,4,10743,100.0
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-04A,2.0,78,8322,0,0,0,8400,100.0
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-06A,2.0,0,0,0,9284,0,9284,0.0
mh_p_ksads__odd,odd,parent,,past,mh_p_ksads__odd__past_dx,ses-07A,2.0,473,7848,0,0,0,8321,100.0
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-00A,1.0,655,11050,0,0,14,11719,99.9
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-01A,1.0,672,10402,0,0,9,11083,99.9
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-02A,1.0,516,10223,0,0,4,10743,100.0
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-04A,2.0,420,7980,0,0,0,8400,100.0
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-06A,2.0,0,0,0,9284,0,9284,0.0
mh_p_ksads__odd,odd,parent,,present,mh_p_ksads__odd__pres_dx,ses-07A,2.0,222,8099,0,0,0,8321,100.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-00A,1.0,88,11617,0,0,14,11719,99.9
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-02A,1.0,126,10613,0,0,4,10743,100.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-04A,2.0,69,8331,0,0,0,8400,100.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-06A,2.0,92,9192,0,0,0,9284,100.0
mh_p_ksads__panic,panic,parent,oth,past,mh_p_ksads__panic__oth__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-00A,1.0,13,11692,0,0,14,11719,99.9
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-02A,1.0,26,10713,0,0,4,10743,100.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-04A,2.0,19,8381,0,0,0,8400,100.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-06A,2.0,14,9270,0,0,0,9284,100.0
mh_p_ksads__panic,panic,parent,oth,present,mh_p_ksads__panic__oth__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-00A,1.0,0,0,0,0,11719,11719,0.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-01A,1.0,0,0,0,0,11075,11075,0.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-02A,1.0,0,0,0,0,10743,10743,0.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-04A,2.0,30,8370,0,0,0,8400,100.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-06A,2.0,55,9229,0,0,0,9284,100.0
mh_p_ksads__panic,panic,parent,,partial_remission,mh_p_ksads__panic__partrem_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-00A,1.0,30,11675,0,0,14,11719,99.9
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-02A,1.0,54,10685,0,0,4,10743,100.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-04A,2.0,63,8337,0,0,0,8400,100.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-06A,2.0,146,9138,0,0,0,9284,100.0
mh_p_ksads__panic,panic,parent,,past,mh_p_ksads__panic__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-00A,1.0,5,11700,0,0,14,11719,99.9
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-02A,1.0,8,10731,0,0,4,10743,100.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-04A,2.0,42,8358,0,0,0,8400,100.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-06A,2.0,47,9237,0,0,0,9284,100.0
mh_p_ksads__panic,panic,parent,,present,mh_p_ksads__panic__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-00A,1.0,2693,9012,0,0,14,11719,99.9
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-02A,1.0,2170,8569,0,0,4,10743,100.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-04A,2.0,1646,6754,0,0,0,8400,100.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-06A,2.0,0,0,0,9284,0,9284,0.0
mh_p_ksads__phobia,phobia,parent,,past,mh_p_ksads__phobia__past_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-00A,1.0,1033,10672,0,0,14,11719,99.9
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-01A,1.0,0,0,0,11074,1,11075,0.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-02A,1.0,649,10090,0,0,4,10743,100.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-03A,2.0,0,0,0,9990,0,9990,0.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-04A,2.0,346,8054,0,0,0,8400,100.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-05A,2.0,0,0,0,8056,0,8056,0.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-06A,2.0,0,0,0,9284,0,9284,0.0
mh_p_ksads__phobia,phobia,parent,,present,mh_p_ksads__phobia__pres_dx,ses-07A,2.0,0,0,0,8321,0,8321,0.0
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-00A,1.0,96,11609,0,0,14,11719,99.9
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-01A,1.0,134,10940,0,0,9,11083,99.9
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-02A,1.0,74,10665,0,0,4,10743,100.0
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-03A,2.0,0,0,0,0,9996,9996,0.0
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__psych,psych,parent,aps,past,mh_p_ksads__psych__aps__past_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-00A,1.0,139,11566,0,0,14,11719,99.9
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-01A,1.0,188,10886,0,0,9,11083,99.9
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-02A,1.0,106,10633,0,0,4,10743,100.0
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-03A,2.0,0,0,0,0,9996,9996,0.0
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__psych,psych,parent,aps,present,mh_p_ksads__psych__aps__pres_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-00A,1.0,183,11522,0,0,14,11719,99.9
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-01A,1.0,234,10840,0,0,9,11083,99.9
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-02A,1.0,128,10611,0,0,4,10743,100.0
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-03A,2.0,0,0,0,0,9996,9996,0.0
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__psych,psych,parent,delus,past,mh_p_ksads__psych__delus__past_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-00A,1.0,74,11631,0,0,14,11719,99.9
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-01A,1.0,117,10957,0,0,9,11083,99.9
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-02A,1.0,57,10682,0,0,4,10743,100.0
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-03A,2.0,0,0,0,0,9996,9996,0.0
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-04A,2.0,0,0,0,0,8400,8400,0.0
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-05A,2.0,0,0,0,0,8056,8056,0.0
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-06A,2.0,0,0,0,0,9284,9284,0.0
mh_p_ksads__psych,psych,parent,delus,present,mh_p_ksads__psych__delus__pres_dx,ses-07A,2.0,0,0,0,0,8321,8321,0.0
mh_p_ksads__psych,psych,parent,hlcn,past,mh_p_ksads__psych__hlcn__past_dx,ses-00A,1.0,52,11653,0,0,14,11719,99.9
mh_p_ksads__psych,psych,parent,hlcn,past,mh_p_ksads__psych__hlcn__past_dx,ses-01A,1.0,65,11009,0,0,9,11083,99.9
mh_p_ksads__psych,psych,parent,hlcn,past,mh_p_ksads__psych__hlcn__past_dx,ses-02A,1.0,60,10679,0,0,4,10743,100.0
